1.000000	1.000000	1.000000	0.998919	0.994874	0.990829	0.986785	0.982740	0.988971	0.984222	0.979472	0.974722	0.969972	0.965222	0.960472	0.965354	0.959694	0.954034	0.948373	0.942713	0.946954	0.940321	0.933687	0.927053	0.920420	0.923190	0.915524	0.907858	0.900192	0.901807	0.893055	0.884303	0.885286	0.875399	0.865512	0.865391	0.854326	0.843260	0.841602	0.829318	0.826980	0.813445	0.804315	0.795314	0.780498	0.774634	0.768589	0.751141	0.743395	0.724606	0.714970	0.704642	0.683137	0.670622	0.657167	0.642672	0.627049	0.600094	0.581917	0.562482	0.541736	0.529721	0.506101	0.481033	0.454509	0.426524	0.407067	0.375870	0.343225	0.318952	0.283133	0.255698	0.226791	0.186232	0.154202	0.120716	0.085794	0.049467	0.001727	-0.037285	-0.077543	-0.118993	-0.151570	-0.195258	-0.239964	-0.285627	-0.332187	-0.379586	-0.417791	-0.466736	-0.516353	-0.556605	-0.607451	-0.658820	-0.700692	-0.753011	-0.795735	-0.848838	-0.892265	-0.946005	
1.000000	1.000000	1.000000	0.997248	0.992684	0.988120	0.983556	0.989287	0.984013	0.978740	0.973467	0.968193	0.962920	0.967650	0.961470	0.955289	0.949109	0.942929	0.946614	0.939473	0.932332	0.925191	0.928113	0.919961	0.911809	0.903657	0.905234	0.896027	0.886819	0.887614	0.877310	0.867006	0.866605	0.855169	0.843733	0.841760	0.829161	0.826466	0.812678	0.809005	0.794004	0.789121	0.772890	0.766590	0.749115	0.741215	0.722486	0.712828	0.702540	0.681287	0.668993	0.655858	0.641793	0.626725	0.600450	0.583077	0.564593	0.544952	0.524121	0.502071	0.488825	0.464138	0.438170	0.410923	0.382406	0.362509	0.331237	0.308763	0.274779	0.249660	0.213067	0.185332	0.146271	0.116019	0.084617	0.042029	0.008323	-0.026434	-0.062207	-0.098958	-0.136642	-0.175216	-0.214633	-0.254846	-0.295809	-0.337475	-0.379801	-0.422741	-0.466254	-0.510300	-0.554838	-0.599831	-0.635251	-0.681063	-0.727226	-0.773710	-0.810482	-0.857532	-0.904819	-0.952317	
1.000000	1.000000	0.997094	0.990323	0.983552	0.986752	0.979272	0.971791	0.964311	0.966741	0.958378	0.950016	0.941654	0.942825	0.933553	0.924281	0.924750	0.914545	0.904339	0.903812	0.892652	0.881492	0.879702	0.867571	0.865268	0.852152	0.849148	0.835037	0.820926	0.816053	0.800940	0.795046	0.789013	0.771886	0.764595	0.746461	0.737817	0.728740	0.708606	0.698026	0.686872	0.664769	0.652013	0.638584	0.624438	0.609539	0.583641	0.567047	0.549661	0.531466	0.512448	0.492597	0.471910	0.450385	0.428024	0.404832	0.380816	0.365957	0.340221	0.313693	0.286390	0.268342	0.239409	0.209758	0.189435	0.158271	0.126457	0.103976	0.070791	0.047021	0.012566	-0.012420	-0.048040	-0.074156	-0.110839	-0.137994	-0.175639	-0.203741	-0.232252	-0.271210	-0.300535	-0.330212	-0.370272	-0.400634	-0.431294	-0.472265	-0.503491	-0.534961	-0.576675	-0.608605	-0.640731	-0.673039	-0.715528	-0.748171	-0.780955	-0.813868	-0.856905	-0.890048	-0.923285	-0.956605	
1.000000	0.993839	0.987493	0.970600	0.963564	0.946040	0.938198	0.920055	0.911388	0.902482	0.883136	0.873376	0.863330	0.842831	0.831919	0.820690	0.809129	0.787000	0.774575	0.761805	0.748680	0.725043	0.711081	0.696766	0.682094	0.667063	0.641605	0.625793	0.609634	0.593131	0.576286	0.559102	0.541583	0.523736	0.505564	0.487073	0.468271	0.449164	0.429758	0.400037	0.380057	0.369823	0.349298	0.328512	0.307473	0.286189	0.264668	0.242917	0.220944	0.198756	0.176362	0.153768	0.130982	0.108011	0.084862	0.061542	0.048060	0.024404	0.000596	-0.023355	-0.047443	-0.071664	-0.096010	-0.110471	-0.135065	-0.159767	-0.184572	-0.209475	-0.234470	-0.259553	-0.274724	-0.299979	-0.325307	-0.350704	-0.376166	-0.391687	-0.417275	-0.442914	-0.468603	-0.494337	-0.510110	-0.535930	-0.561784	-0.587670	-0.613584	-0.639525	-0.655489	-0.681476	-0.707479	-0.733497	-0.759527	-0.775567	-0.801615	-0.827668	-0.845816	-0.869927	-0.901945	-0.923962	-0.945977	-0.967990	
1.000000	0.979269	0.958550	0.937844	0.917151	0.896471	0.875804	0.855151	0.834512	0.813886	0.793274	0.772675	0.752091	0.731520	0.710964	0.690422	0.659895	0.639382	0.618883	0.598399	0.577929	0.557474	0.537033	0.516608	0.496197	0.475800	0.455419	0.435053	0.414701	0.394365	0.374043	0.353737	0.333446	0.313170	0.292909	0.272663	0.252433	0.232218	0.212018	0.191834	0.171665	0.151512	0.131374	0.111251	0.091144	0.071052	0.050976	0.030916	0.010871	-0.009159	-0.029172	-0.049171	-0.069153	-0.089120	-0.109072	-0.129007	-0.148927	-0.168832	-0.188721	-0.208594	-0.228451	-0.248293	-0.268120	-0.287930	-0.307725	-0.327505	-0.347268	-0.367016	-0.386749	-0.406466	-0.426167	-0.445853	-0.465523	-0.485177	-0.504816	-0.524439	-0.544047	-0.563640	-0.583216	-0.602778	-0.622323	-0.641854	-0.661368	-0.680868	-0.700352	-0.709822	-0.729274	-0.748711	-0.768132	-0.787538	-0.806929	-0.826305	-0.845665	-0.865010	-0.884339	-0.903654	-0.922953	-0.942237	-0.961506	-0.980760	
1.000000	0.978873	0.957769	0.936690	0.915636	0.894607	0.873603	0.852624	0.831669	0.810739	0.779836	0.758957	0.738102	0.717271	0.696465	0.675682	0.654924	0.634190	0.613480	0.592794	0.572131	0.551492	0.530877	0.510285	0.479719	0.459176	0.438656	0.418159	0.397685	0.377234	0.356807	0.336402	0.316020	0.295661	0.275325	0.255012	0.234721	0.214453	0.194207	0.173983	0.153782	0.133603	0.113447	0.093312	0.073200	0.053109	0.033041	0.012994	-0.007031	-0.027034	-0.047016	-0.066976	-0.086914	-0.106831	-0.126727	-0.146601	-0.166455	-0.186287	-0.206098	-0.225888	-0.245657	-0.265405	-0.285133	-0.304839	-0.324525	-0.344191	-0.363836	-0.383460	-0.403064	-0.422648	-0.442212	-0.461755	-0.481279	-0.500782	-0.520266	-0.529730	-0.549173	-0.568596	-0.587999	-0.607382	-0.626746	-0.646090	-0.665415	-0.684720	-0.704006	-0.723273	-0.742521	-0.761750	-0.780960	-0.800150	-0.809323	-0.828474	-0.847606	-0.866720	-0.885815	-0.904892	-0.923950	-0.942989	-0.962010	-0.981013	
1.000000	0.978635	0.957299	0.935994	0.914719	0.893475	0.872262	0.851079	0.819929	0.798809	0.777719	0.756660	0.735630	0.714630	0.693659	0.672718	0.651806	0.630924	0.610071	0.579251	0.558458	0.537694	0.516959	0.496253	0.475575	0.454925	0.434304	0.413711	0.393146	0.372609	0.352101	0.331620	0.311166	0.290741	0.270343	0.239974	0.219632	0.199317	0.179029	0.158768	0.138534	0.118326	0.098145	0.077991	0.057863	0.037762	0.017687	-0.002362	-0.022385	-0.042382	-0.062353	-0.082298	-0.102218	-0.122112	-0.141980	-0.161824	-0.181642	-0.201434	-0.221202	-0.240945	-0.260663	-0.280356	-0.300025	-0.309670	-0.329288	-0.348882	-0.368452	-0.387998	-0.407519	-0.427017	-0.446490	-0.465940	-0.485366	-0.504768	-0.524147	-0.543503	-0.562835	-0.582144	-0.601429	-0.620692	-0.629934	-0.649149	-0.668342	-0.687511	-0.706658	-0.725783	-0.744885	-0.763965	-0.783022	-0.802058	-0.821072	-0.840064	-0.849033	-0.867979	-0.886903	-0.905805	-0.924686	-0.943546	-0.962384	-0.981201	
1.000000	0.978277	0.956591	0.934945	0.913338	0.891772	0.870244	0.838762	0.817317	0.795911	0.774543	0.753214	0.731923	0.710670	0.679460	0.658287	0.637151	0.616053	0.594992	0.573968	0.552981	0.532030	0.511117	0.490240	0.459403	0.438601	0.417835	0.397105	0.376410	0.355750	0.335126	0.314537	0.293983	0.273464	0.252979	0.232529	0.212113	0.191732	0.171384	0.151071	0.130791	0.110544	0.090331	0.070152	0.050005	0.019894	-0.000186	-0.020234	-0.040250	-0.060233	-0.080185	-0.100104	-0.109995	-0.129851	-0.149675	-0.169468	-0.189229	-0.208960	-0.228660	-0.248328	-0.267967	-0.287575	-0.307152	-0.326700	-0.346217	-0.365705	-0.385163	-0.404591	-0.423990	-0.443360	-0.462701	-0.482013	-0.501296	-0.520551	-0.529779	-0.548975	-0.568142	-0.587281	-0.606392	-0.625475	-0.644531	-0.663560	-0.682561	-0.701535	-0.720482	-0.729403	-0.748293	-0.767156	-0.785993	-0.804803	-0.823588	-0.842346	-0.861079	-0.869788	-0.888465	-0.907116	-0.925742	-0.944343	-0.962919	-0.981471	
1.000000	0.977716	0.955484	0.933306	0.911182	0.879119	0.857111	0.835156	0.813254	0.791405	0.759613	0.737875	0.716189	0.694554	0.672971	0.651439	0.619961	0.598535	0.577160	0.555835	0.534558	0.513332	0.492154	0.471025	0.439948	0.418920	0.397939	0.377006	0.356120	0.335282	0.314490	0.293744	0.273045	0.252391	0.231784	0.211221	0.190704	0.170232	0.139808	0.119427	0.099089	0.078795	0.058544	0.038337	0.018172	-0.001950	-0.022029	-0.042067	-0.062062	-0.082017	-0.101929	-0.121801	-0.141632	-0.161422	-0.181172	-0.200883	-0.220553	-0.240184	-0.249778	-0.269329	-0.288841	-0.308314	-0.327749	-0.347146	-0.366505	-0.385826	-0.405110	-0.424358	-0.443568	-0.462742	-0.481879	-0.500981	-0.520047	-0.529077	-0.548067	-0.567023	-0.585943	-0.604830	-0.623681	-0.642499	-0.661283	-0.680033	-0.688748	-0.707427	-0.726072	-0.744684	-0.763264	-0.781812	-0.800328	-0.808811	-0.827257	-0.845671	-0.864055	-0.882408	-0.900730	-0.909022	-0.927276	-0.945500	-0.963695	-0.981860	
1.000000	0.976803	0.953683	0.930642	0.897696	0.874827	0.852037	0.819332	0.796709	0.774163	0.751693	0.719306	0.696997	0.674763	0.652602	0.630515	0.598512	0.576579	0.554718	0.532927	0.511207	0.479564	0.457991	0.436487	0.415052	0.393684	0.372383	0.351149	0.319986	0.298890	0.277858	0.256892	0.235989	0.215150	0.194374	0.173661	0.153010	0.132420	0.111892	0.091424	0.071017	0.050669	0.030380	0.010150	-0.020016	-0.040129	-0.060185	-0.080185	-0.100128	-0.120016	-0.129853	-0.149629	-0.169352	-0.189020	-0.208635	-0.228197	-0.247706	-0.267163	-0.286568	-0.305923	-0.325227	-0.344480	-0.363684	-0.382839	-0.401944	-0.421002	-0.440012	-0.448973	-0.467883	-0.486745	-0.505561	-0.524332	-0.543057	-0.561738	-0.580374	-0.588966	-0.607506	-0.626003	-0.644458	-0.662870	-0.681240	-0.689572	-0.707850	-0.726087	-0.744284	-0.762442	-0.780560	-0.788636	-0.806665	-0.824656	-0.842609	-0.860525	-0.868400	-0.886229	-0.904023	-0.921781	-0.929506	-0.947179	-0.964818	-0.982423	
